pass,changed,current_budget,exec_time,iteration,phase,run
Cleanup,0,0,0.000398543,0,Final post,1
CleanupCheckpoints,0,0,0.000105671,0,Final post,1
done,0,0,8.3138e-05,0,done,1
Initial,0,59,1.5092e-05,0,Initial,2
TypefeedbackCleanup,0,58,1.1421e-05,0,Initial,2
DotDotDots,0,57,1.2257e-05,0,Initial,2
EagerCalls,0,56,1.4942e-05,0,Initial,2
MatchCallArgs,0,55,1.1801e-05,0,Initial,2
InlineForcePromises,0,54,1.1412e-05,0,Initial,2
Inline,0,53,1.2647e-05,0,Initial,2
OptimizeContexts,0,52,1.9899e-05,0,Initial,2
DelayInstr,0,51,1.5603e-05,0,Initial,2
ForceDominance,0,50,5.7802e-05,0,Initial,2
ScopeResolution,0,49,8.7109e-05,0,Initial,2
LoadElision,0,48,1.43e-05,0,Initial,2
GVN,0,47,6.8293e-05,0,Initial,2
Constantfold,0,46,4.0486e-05,0,Initial,2
DeadStoreRemoval,0,45,1.8371e-05,0,Initial,2
Inline,0,44,1.1045e-05,0,Initial,2
OptimizeContexts,0,43,1.4252e-05,0,Initial,2
OptimizeVisibility,1,42,3.2965e-05,0,Initial,2
OptimizeAssumptions,1,41,3.9027e-05,0,Initial,2
Cleanup,1,40,5.7084e-05,0,Initial,2
ElideEnv,0,39,2.9119e-05,0,Initial,2
DelayEnv,1,38,1.7622e-05,0,Initial,2
DelayInstr,0,37,1.4029e-05,0,Initial,2
Cleanup,0,36,4.0935e-05,0,Initial,2
OptimizeVisibility,0,35,2.1875e-05,0,Initial,2
OptimizeAssumptions,0,34,2.3185e-05,0,Initial,2
Cleanup,0,33,3.9394e-05,0,Initial,2
TypeInference,0,32,2.5951e-05,0,Initial,2
Overflow,0,31,1.7261e-05,0,Initial,2
Initial post,0,0,9.316e-06,0,Initial post,2
HoistInstruction,0,0,1.4746e-05,0,Initial post,2
LoopInvariant,0,0,1.1961e-05,0,Initial post,2
Speculation,0,99,8.915e-06,0,Speculation,2
TypefeedbackCleanup,0,98,9.195e-06,0,Speculation,2
ElideEnvSpec,0,97,3.012e-05,0,Speculation,2
DotDotDots,0,96,1.066e-05,0,Speculation,2
EagerCalls,0,95,1.2946e-05,0,Speculation,2
MatchCallArgs,0,94,9.948e-06,0,Speculation,2
InlineForcePromises,0,93,9.838e-06,0,Speculation,2
Inline,0,92,1.0234e-05,0,Speculation,2
OptimizeContexts,0,91,1.2977e-05,0,Speculation,2
DelayInstr,0,90,1.2991e-05,0,Speculation,2
ForceDominance,0,89,4.7383e-05,0,Speculation,2
ScopeResolution,0,88,7.4536e-05,0,Speculation,2
LoadElision,0,87,1.0513e-05,0,Speculation,2
GVN,0,86,5.0896e-05,0,Speculation,2
Constantfold,0,85,3.0726e-05,0,Speculation,2
DeadStoreRemoval,0,84,1.6536e-05,0,Speculation,2
Inline,0,83,9.902e-06,0,Speculation,2
OptimizeContexts,0,82,1.2572e-05,0,Speculation,2
OptimizeVisibility,0,81,2.2977e-05,0,Speculation,2
OptimizeAssumptions,0,80,2.1703e-05,0,Speculation,2
Cleanup,0,79,4.4536e-05,0,Speculation,2
ElideEnv,0,78,3.037e-05,0,Speculation,2
DelayEnv,0,77,1.0482e-05,0,Speculation,2
DelayInstr,0,76,1.284e-05,0,Speculation,2
Cleanup,0,75,4.1137e-05,0,Speculation,2
OptimizeVisibility,0,74,2.1573e-05,0,Speculation,2
OptimizeAssumptions,0,73,2.0704e-05,0,Speculation,2
Cleanup,0,72,4.0431e-05,0,Speculation,2
TypeInference,0,71,2.0812e-05,0,Speculation,2
Overflow,0,70,1.6445e-05,0,Speculation,2
TypefeedbackCleanup,0,69,8.874e-06,0,Speculation,2
TypeSpeculation,0,68,2.1994e-05,0,Speculation,2
Speculation post,0,0,9.617e-06,0,Speculation post,2
HoistInstruction,0,0,1.2395e-05,0,Speculation post,2
LoopInvariant,0,0,1.0441e-05,0,Speculation post,2
Remove CP,0,0,8.634e-06,0,Remove CP,2
CleanupCheckpoints,1,0,1.4386e-05,0,Remove CP,2
HoistInstruction,0,0,7.773e-06,0,Remove CP,2
LoopInvariant,0,0,6.124e-06,0,Remove CP,2
Intermediate 2,0,59,5.25e-06,0,Intermediate 2,2
DotDotDots,0,58,6.256e-06,0,Intermediate 2,2
EagerCalls,0,57,7.921e-06,0,Intermediate 2,2
MatchCallArgs,0,56,5.97e-06,0,Intermediate 2,2
InlineForcePromises,0,55,5.777e-06,0,Intermediate 2,2
Inline,0,54,6.021e-06,0,Intermediate 2,2
OptimizeContexts,0,53,1.0908e-05,0,Intermediate 2,2
DelayInstr,0,52,7.741e-06,0,Intermediate 2,2
ForceDominance,0,51,2.3742e-05,0,Intermediate 2,2
ScopeResolution,0,50,3.9195e-05,0,Intermediate 2,2
LoadElision,0,49,6.251e-06,0,Intermediate 2,2
GVN,0,48,2.355e-05,0,Intermediate 2,2
Constantfold,0,47,2.227e-05,0,Intermediate 2,2
DeadStoreRemoval,0,46,1.0288e-05,0,Intermediate 2,2
Inline,0,45,6.041e-06,0,Intermediate 2,2
OptimizeContexts,0,44,7.42e-06,0,Intermediate 2,2
OptimizeVisibility,0,43,1.3919e-05,0,Intermediate 2,2
OptimizeAssumptions,0,42,9.509e-06,0,Intermediate 2,2
Cleanup,1,41,3.0725e-05,0,Intermediate 2,2
ElideEnv,0,40,1.6044e-05,0,Intermediate 2,2
DelayEnv,0,39,5.791e-06,0,Intermediate 2,2
DelayInstr,0,38,6.778e-06,0,Intermediate 2,2
Cleanup,0,37,2.2664e-05,0,Intermediate 2,2
OptimizeVisibility,0,36,1.0207e-05,0,Intermediate 2,2
OptimizeAssumptions,0,35,7.906e-06,0,Intermediate 2,2
Cleanup,0,34,2.0502e-05,0,Intermediate 2,2
TypeInference,0,33,1.1351e-05,0,Intermediate 2,2
Overflow,0,32,8.198e-06,0,Intermediate 2,2
Intermediate 2 post,0,0,4.819e-06,0,Intermediate 2 post,2
HoistInstruction,0,0,6.423e-06,0,Intermediate 2 post,2
LoopInvariant,0,0,5.363e-06,0,Intermediate 2 post,2
Cleanup FS,0,0,4.344e-06,0,Cleanup FS,2
CleanupFramestate,1,0,6.658e-06,0,Cleanup FS,2
CleanupCheckpoints,0,0,5.867e-06,0,Cleanup FS,2
Final,0,119,4.285e-06,0,Final,2
DotDotDots,0,118,5.092e-06,0,Final,2
EagerCalls,0,117,6.355e-06,0,Final,2
MatchCallArgs,0,116,4.777e-06,0,Final,2
InlineForcePromises,0,115,4.825e-06,0,Final,2
Inline,0,114,4.97e-06,0,Final,2
OptimizeContexts,0,113,5.897e-06,0,Final,2
DelayInstr,0,112,6.288e-06,0,Final,2
ForceDominance,0,111,1.8475e-05,0,Final,2
ScopeResolution,0,110,3.2351e-05,0,Final,2
LoadElision,0,109,5.033e-06,0,Final,2
GVN,0,108,1.9057e-05,0,Final,2
Constantfold,0,107,1.4472e-05,0,Final,2
DeadStoreRemoval,0,106,8.435e-06,0,Final,2
Inline,0,105,4.745e-06,0,Final,2
OptimizeContexts,0,104,5.085e-06,0,Final,2
OptimizeVisibility,0,103,9.722e-06,0,Final,2
OptimizeAssumptions,0,102,7.046e-06,0,Final,2
Cleanup,0,101,2.1897e-05,0,Final,2
ElideEnv,0,100,1.2389e-05,0,Final,2
DelayEnv,0,99,4.602e-06,0,Final,2
DelayInstr,0,98,5.57e-06,0,Final,2
Cleanup,0,97,1.8404e-05,0,Final,2
OptimizeVisibility,0,96,8.688e-06,0,Final,2
OptimizeAssumptions,0,95,6.35e-06,0,Final,2
Cleanup,0,94,1.7643e-05,0,Final,2
TypeInference,0,93,1.0201e-05,0,Final,2
Overflow,0,92,6.915e-06,0,Final,2
ElideEnvSpec,0,91,1.4317e-05,0,Final,2
CleanupCheckpoints,0,90,5.329e-06,0,Final,2
Final post,0,0,3.714e-06,0,Final post,2
HoistInstruction,0,0,5.658e-06,0,Final post,2
LoopInvariant,0,0,4.664e-06,0,Final post,2
Constantfold,0,0,1.281e-05,0,Final post,2
Cleanup,0,0,1.9095e-05,0,Final post,2
CleanupCheckpoints,0,0,5.204e-06,0,Final post,2
done,0,0,3.861e-06,0,done,2
Initial,0,59,0.00015223,0,Initial,3
TypefeedbackCleanup,0,58,0.000133533,0,Initial,3
DotDotDots,0,57,0.000143287,0,Initial,3
EagerCalls,0,56,0.000199582,0,Initial,3
MatchCallArgs,0,55,0.000149253,0,Initial,3
InlineForcePromises,0,54,0.000144159,0,Initial,3
Inline,0,53,0.000171701,0,Initial,3
OptimizeContexts,0,52,0.000176891,0,Initial,3
DelayInstr,1,51,0.000258233,0,Initial,3
ForceDominance,1,50,0.000881352,0,Initial,3
ScopeResolution,1,49,0.00210979,0,Initial,3
LoadElision,0,48,0.000221511,0,Initial,3
GVN,1,47,0.000735949,0,Initial,3
Constantfold,1,46,0.000601731,0,Initial,3
