pass,changed,current_budget,exec_time,iteration,phase,run
Cleanup,0,47,4.3911e-05,1,Speculation,0
ElideEnv,0,46,1.8074e-05,1,Speculation,0
DelayEnv,0,45,9.269e-06,1,Speculation,0
DelayInstr,0,44,1.4081e-05,1,Speculation,0
Cleanup,0,43,3.6934e-05,1,Speculation,0
OptimizeVisibility,0,42,1.3803e-05,1,Speculation,0
OptimizeAssumptions,0,41,3.0402e-05,1,Speculation,0
Cleanup,0,40,3.756e-05,1,Speculation,0
TypeInference,0,39,1.8971e-05,1,Speculation,0
Overflow,0,38,1.3046e-05,1,Speculation,0
TypefeedbackCleanup,0,37,7.153e-06,1,Speculation,0
TypeSpeculation,0,36,2.5312e-05,1,Speculation,0
Speculation post,0,0,8.033e-06,0,Speculation post,0
HoistInstruction,1,0,1.8597e-05,0,Speculation post,0
LoopInvariant,0,0,9.676e-06,0,Speculation post,0
Remove CP,0,0,7.08e-06,0,Remove CP,0
CleanupCheckpoints,1,0,1.1866e-05,0,Remove CP,0
HoistInstruction,0,0,9.872e-06,0,Remove CP,0
LoopInvariant,0,0,6.636e-06,0,Remove CP,0
Intermediate 2,0,59,5.067e-06,0,Intermediate 2,0
DotDotDots,0,58,5.948e-06,0,Intermediate 2,0
EagerCalls,0,57,9.565e-06,0,Intermediate 2,0
MatchCallArgs,0,56,5.727e-06,0,Intermediate 2,0
InlineForcePromises,0,55,5.859e-06,0,Intermediate 2,0
Inline,0,54,6.088e-06,0,Intermediate 2,0
OptimizeContexts,0,53,7.34e-06,0,Intermediate 2,0
DelayInstr,0,52,1.0893e-05,0,Intermediate 2,0
ForceDominance,0,51,3.2638e-05,0,Intermediate 2,0
ScopeResolution,0,50,7.5282e-05,0,Intermediate 2,0
LoadElision,0,49,7.994e-06,0,Intermediate 2,0
GVN,0,48,2.9879e-05,0,Intermediate 2,0
Constantfold,0,47,1.8639e-05,0,Intermediate 2,0
DeadStoreRemoval,0,46,9.936e-06,0,Intermediate 2,0
Inline,0,45,6.17e-06,0,Intermediate 2,0
OptimizeContexts,0,44,7.413e-06,0,Intermediate 2,0
OptimizeVisibility,0,43,1.1444e-05,0,Intermediate 2,0
OptimizeAssumptions,0,42,2.669e-05,0,Intermediate 2,0
Cleanup,1,41,3.3481e-05,0,Intermediate 2,0
ElideEnv,0,40,1.296e-05,0,Intermediate 2,0
DelayEnv,0,39,6.557e-06,0,Intermediate 2,0
DelayInstr,0,38,1.0178e-05,0,Intermediate 2,0
Cleanup,1,37,2.5876e-05,0,Intermediate 2,0
OptimizeVisibility,0,36,9.263e-06,0,Intermediate 2,0
OptimizeAssumptions,0,35,2.0983e-05,0,Intermediate 2,0
Cleanup,0,34,2.4494e-05,0,Intermediate 2,0
TypeInference,0,33,1.4369e-05,0,Intermediate 2,0
Overflow,0,32,8.709e-06,0,Intermediate 2,0
Intermediate 2 post,0,0,4.783e-06,0,Intermediate 2 post,0
HoistInstruction,0,0,8.126e-06,0,Intermediate 2 post,0
LoopInvariant,0,0,5.831e-06,0,Intermediate 2 post,0
Cleanup FS,0,0,4.437e-06,0,Cleanup FS,0
CleanupFramestate,1,0,5.972e-06,0,Cleanup FS,0
CleanupCheckpoints,0,0,6.566e-06,0,Cleanup FS,0
Final,0,119,4.66e-06,0,Final,0
DotDotDots,0,118,5.303e-06,0,Final,0
EagerCalls,0,117,7.846e-06,0,Final,0
MatchCallArgs,0,116,5.018e-06,0,Final,0
InlineForcePromises,0,115,5.176e-06,0,Final,0
Inline,0,114,5.436e-06,0,Final,0
OptimizeContexts,0,113,6.366e-06,0,Final,0
DelayInstr,0,112,9.444e-06,0,Final,0
ForceDominance,0,111,2.8029e-05,0,Final,0
ScopeResolution,0,110,7.142e-05,0,Final,0
LoadElision,0,109,5.843e-06,0,Final,0
GVN,0,108,2.5833e-05,0,Final,0
Constantfold,0,107,1.3526e-05,0,Final,0
DeadStoreRemoval,0,106,8.656e-06,0,Final,0
Inline,0,105,5.185e-06,0,Final,0
OptimizeContexts,0,104,5.614e-06,0,Final,0
OptimizeVisibility,0,103,8.889e-06,0,Final,0
OptimizeAssumptions,0,102,2.1181e-05,0,Final,0
Cleanup,0,101,2.6114e-05,0,Final,0
ElideEnv,0,100,1.0816e-05,0,Final,0
DelayEnv,0,99,5.565e-06,0,Final,0
DelayInstr,0,98,8.648e-06,0,Final,0
Cleanup,0,97,2.1025e-05,0,Final,0
OptimizeVisibility,0,96,8.096e-06,0,Final,0
OptimizeAssumptions,0,95,1.8513e-05,0,Final,0
Cleanup,0,94,2.12e-05,0,Final,0
TypeInference,0,93,1.3636e-05,0,Final,0
Overflow,0,92,7.847e-06,0,Final,0
ElideEnvSpec,0,91,1.6156e-05,0,Final,0
CleanupCheckpoints,0,90,6.06e-06,0,Final,0
Final post,0,0,4.146e-06,0,Final post,0
HoistInstruction,0,0,7.041e-06,0,Final post,0
LoopInvariant,0,0,5.381e-06,0,Final post,0
Constantfold,0,0,1.1669e-05,0,Final post,0
Cleanup,0,0,2.1493e-05,0,Final post,0
CleanupCheckpoints,0,0,5.685e-06,0,Final post,0
done,0,0,4.277e-06,0,done,0
Initial,0,59,1.4735e-05,0,Initial,1
TypefeedbackCleanup,0,58,1.091e-05,0,Initial,1
DotDotDots,0,57,1.2765e-05,0,Initial,1
EagerCalls,0,56,1.937e-05,0,Initial,1
MatchCallArgs,0,55,1.2022e-05,0,Initial,1
InlineForcePromises,0,54,1.1447e-05,0,Initial,1
Inline,0,53,1.2814e-05,0,Initial,1
OptimizeContexts,0,52,1.6491e-05,0,Initial,1
DelayInstr,0,51,2.0441e-05,0,Initial,1
ForceDominance,0,50,6.7233e-05,0,Initial,1
ScopeResolution,1,49,0.00014938,0,Initial,1
LoadElision,0,48,1.4686e-05,0,Initial,1
GVN,1,47,6.831e-05,0,Initial,1
Constantfold,1,46,5.0182e-05,0,Initial,1
DeadStoreRemoval,0,45,1.7959e-05,0,Initial,1
Inline,0,44,1.1223e-05,0,Initial,1
OptimizeContexts,0,43,1.2923e-05,0,Initial,1
OptimizeVisibility,1,42,2.613e-05,0,Initial,1
OptimizeAssumptions,1,41,5.3083e-05,0,Initial,1
Cleanup,1,40,5.4001e-05,0,Initial,1
ElideEnv,1,39,2.289e-05,0,Initial,1
DelayEnv,1,38,1.3294e-05,0,Initial,1
DelayInstr,0,37,1.5101e-05,0,Initial,1
Cleanup,1,36,3.879e-05,0,Initial,1
OptimizeVisibility,1,35,1.9765e-05,0,Initial,1
OptimizeAssumptions,1,34,3.7131e-05,0,Initial,1
Cleanup,1,33,3.3103e-05,0,Initial,1
TypeInference,0,32,1.6572e-05,0,Initial,1
Overflow,0,31,1.1664e-05,0,Initial,1
Initial post,0,0,6.098e-06,0,Initial post,1
HoistInstruction,0,0,1.2373e-05,0,Initial post,1
LoopInvariant,0,0,9.669e-06,0,Initial post,1
Speculation,0,99,6.047e-06,0,Speculation,1
TypefeedbackCleanup,0,98,6.713e-06,0,Speculation,1
ElideEnvSpec,0,97,2.8365e-05,0,Speculation,1
DotDotDots,0,96,7.325e-06,0,Speculation,1
EagerCalls,0,95,1.1269e-05,0,Speculation,1
MatchCallArgs,0,94,6.824e-06,0,Speculation,1
InlineForcePromises,0,93,7.118e-06,0,Speculation,1
Inline,0,92,7.419e-06,0,Speculation,1
OptimizeContexts,0,91,9.267e-06,0,Speculation,1
DelayInstr,0,90,1.1331e-05,0,Speculation,1
ForceDominance,0,89,3.7335e-05,0,Speculation,1
ScopeResolution,1,88,0.00011652,0,Speculation,1
LoadElision,0,87,1.0144e-05,0,Speculation,1
GVN,0,86,3.7421e-05,0,Speculation,1
Constantfold,1,85,2.3159e-05,0,Speculation,1
DeadStoreRemoval,0,84,1.2184e-05,0,Speculation,1
Inline,0,83,7.986e-06,0,Speculation,1
OptimizeContexts,0,82,9.08e-06,0,Speculation,1
OptimizeVisibility,0,81,1.3545e-05,0,Speculation,1
OptimizeAssumptions,0,80,2.3329e-05,0,Speculation,1
Cleanup,0,79,3.2923e-05,0,Speculation,1
ElideEnv,1,78,1.7928e-05,0,Speculation,1
DelayEnv,0,77,8.399e-06,0,Speculation,1
DelayInstr,0,76,1.2087e-05,0,Speculation,1
Cleanup,0,75,3.2964e-05,0,Speculation,1
OptimizeVisibility,0,74,1.2841e-05,0,Speculation,1
OptimizeAssumptions,0,73,2.1012e-05,0,Speculation,1
Cleanup,0,72,3.3088e-05,0,Speculation,1
TypeInference,0,71,1.5316e-05,0,Speculation,1
Overflow,0,70,1.1647e-05,0,Speculation,1
TypefeedbackCleanup,0,69,6.549e-06,0,Speculation,1
TypeSpeculation,1,68,3.6256e-05,0,Speculation,1
Speculation,0,67,7.296e-06,1,Speculation,1
TypefeedbackCleanup,0,66,7.134e-06,1,Speculation,1
ElideEnvSpec,0,65,2.5981e-05,1,Speculation,1
DotDotDots,0,64,8.162e-06,1,Speculation,1
EagerCalls,0,63,1.1722e-05,1,Speculation,1
MatchCallArgs,0,62,7.765e-06,1,Speculation,1
InlineForcePromises,0,61,7.964e-06,1,Speculation,1
Inline,0,60,8.312e-06,1,Speculation,1
OptimizeContexts,0,59,9.821e-06,1,Speculation,1
DelayInstr,0,58,1.4794e-05,1,Speculation,1
ForceDominance,0,57,4.0111e-05,1,Speculation,1
ScopeResolution,0,56,0.000105951,1,Speculation,1
LoadElision,0,55,1.0766e-05,1,Speculation,1
GVN,0,54,4.0328e-05,1,Speculation,1
Constantfold,0,53,2.2828e-05,1,Speculation,1
DeadStoreRemoval,0,52,1.3318e-05,1,Speculation,1
Inline,0,51,8.396e-06,1,Speculation,1
OptimizeContexts,0,50,9.687e-06,1,Speculation,1
OptimizeVisibility,0,49,1.985e-05,1,Speculation,1
OptimizeAssumptions,0,48,3.5396e-05,1,Speculation,1
Cleanup,0,47,4.4825e-05,1,Speculation,1
ElideEnv,0,46,1.7739e-05,1,Speculation,1
DelayEnv,0,45,9.472e-06,1,Speculation,1
DelayInstr,0,44,1.4019e-05,1,Speculation,1
Cleanup,0,43,3.735e-05,1,Speculation,1
OptimizeVisibility,0,42,1.4171e-05,1,Speculation,1
OptimizeAssumptions,0,41,3.0207e-05,1,Speculation,1
Cleanup,0,40,3.8875e-05,1,Speculation,1
TypeInference,0,39,1.8717e-05,1,Speculation,1
Overflow,0,38,1.3332e-05,1,Speculation,1
TypefeedbackCleanup,0,37,7.21e-06,1,Speculation,1
TypeSpeculation,0,36,2.4565e-05,1,Speculation,1
Speculation post,0,0,7.496e-06,0,Speculation post,1
HoistInstruction,1,0,1.895e-05,0,Speculation post,1
LoopInvariant,0,0,9.685e-06,0,Speculation post,1
Remove CP,0,0,7.09e-06,0,Remove CP,1
CleanupCheckpoints,1,0,1.1621e-05,0,Remove CP,1
HoistInstruction,0,0,9.21e-06,0,Remove CP,1
LoopInvariant,0,0,6.601e-06,0,Remove CP,1
Intermediate 2,0,59,4.894e-06,0,Intermediate 2,1
DotDotDots,0,58,5.966e-06,0,Intermediate 2,1
EagerCalls,0,57,9.816e-06,0,Intermediate 2,1
MatchCallArgs,0,56,5.743e-06,0,Intermediate 2,1
InlineForcePromises,0,55,5.891e-06,0,Intermediate 2,1
Inline,0,54,6.352e-06,0,Intermediate 2,1
OptimizeContexts,0,53,7.357e-06,0,Intermediate 2,1
DelayInstr,0,52,1.0749e-05,0,Intermediate 2,1
ForceDominance,0,51,3.2084e-05,0,Intermediate 2,1
ScopeResolution,0,50,7.4357e-05,0,Intermediate 2,1
LoadElision,0,49,8.247e-06,0,Intermediate 2,1
GVN,0,48,2.9936e-05,0,Intermediate 2,1
Constantfold,0,47,1.8814e-05,0,Intermediate 2,1
DeadStoreRemoval,0,46,1.0095e-05,0,Intermediate 2,1
Inline,0,45,6.348e-06,0,Intermediate 2,1
OptimizeContexts,0,44,7.392e-06,0,Intermediate 2,1
OptimizeVisibility,0,43,1.1064e-05,0,Intermediate 2,1
OptimizeAssumptions,0,42,2.61e-05,0,Intermediate 2,1
Cleanup,1,41,3.2423e-05,0,Intermediate 2,1
ElideEnv,0,40,1.2755e-05,0,Intermediate 2,1
DelayEnv,0,39,6.577e-06,0,Intermediate 2,1
DelayInstr,0,38,9.879e-06,0,Intermediate 2,1
Cleanup,1,37,2.5431e-05,0,Intermediate 2,1
OptimizeVisibility,0,36,9.109e-06,0,Intermediate 2,1
OptimizeAssumptions,0,35,2.0458e-05,0,Intermediate 2,1
Cleanup,0,34,2.4243e-05,0,Intermediate 2,1
TypeInference,0,33,1.4752e-05,0,Intermediate 2,1
Overflow,0,32,8.859e-06,0,Intermediate 2,1
Intermediate 2 post,0,0,5.004e-06,0,Intermediate 2 post,1
HoistInstruction,0,0,8.209e-06,0,Intermediate 2 post,1
LoopInvariant,0,0,6.076e-06,0,Intermediate 2 post,1
Cleanup FS,0,0,4.5e-06,0,Cleanup FS,1
CleanupFramestate,1,0,5.85e-06,0,Cleanup FS,1
CleanupCheckpoints,0,0,6.608e-06,0,Cleanup FS,1
Final,0,119,4.486e-06,0,Final,1
DotDotDots,0,118,5.398e-06,0,Final,1
EagerCalls,0,117,7.821e-06,0,Final,1
MatchCallArgs,0,116,4.943e-06,0,Final,1
InlineForcePromises,0,115,5.207e-06,0,Final,1
Inline,0,114,5.515e-06,0,Final,1
OptimizeContexts,0,113,6.38e-06,0,Final,1
DelayInstr,0,112,1.005e-05,0,Final,1
ForceDominance,0,111,2.8402e-05,0,Final,1
ScopeResolution,0,110,7.0983e-05,0,Final,1
LoadElision,0,109,5.762e-06,0,Final,1
GVN,0,108,2.5846e-05,0,Final,1
Constantfold,0,107,1.3563e-05,0,Final,1
DeadStoreRemoval,0,106,8.815e-06,0,Final,1
Inline,0,105,5.216e-06,0,Final,1
OptimizeContexts,0,104,5.932e-06,0,Final,1
OptimizeVisibility,0,103,8.803e-06,0,Final,1
OptimizeAssumptions,0,102,2.1064e-05,0,Final,1
Cleanup,0,101,2.6481e-05,0,Final,1
ElideEnv,0,100,1.0557e-05,0,Final,1
DelayEnv,0,99,5.519e-06,0,Final,1
DelayInstr,0,98,8.758e-06,0,Final,1
Cleanup,0,97,2.1174e-05,0,Final,1
OptimizeVisibility,0,96,8.165e-06,0,Final,1
OptimizeAssumptions,0,95,1.8549e-05,0,Final,1
Cleanup,0,94,2.1107e-05,0,Final,1
TypeInference,0,93,1.3921e-05,0,Final,1
Overflow,0,92,8.088e-06,0,Final,1
ElideEnvSpec,0,91,1.6046e-05,0,Final,1
CleanupCheckpoints,0,90,6.089e-06,0,Final,1
Final post,0,0,4.132e-06,0,Final post,1
HoistInstruction,0,0,7.123e-06,0,Final post,1
LoopInvariant,0,0,5.438e-06,0,Final post,1
Constantfold,0,0,1.1779e-05,0,Final post,1
Cleanup,0,0,2.1842e-05,0,Final post,1
CleanupCheckpoints,0,0,5.655e-06,0,Final post,1
done,0,0,4.103e-06,0,done,1
Initial,0,59,0.000205515,0,Initial,2
TypefeedbackCleanup,0,58,0.000197783,0,Initial,2
DotDotDots,0,57,0.000211942,0,Initial,2
EagerCalls,0,56,0.000280604,0,Initial,2
MatchCallArgs,0,55,0.000217264,0,Initial,2
InlineForcePromises,0,54,0.000218431,0,Initial,2
Inline,1,53,0.000657838,0,Initial,2
OptimizeContexts,0,52,0.000410293,0,Initial,2
DelayInstr,0,51,0.000467038,0,Initial,2
ForceDominance,0,50,0.00890945,0,Initial,2
ScopeResolution,1,49,0.00681417,0,Initial,2
LoadElision,0,48,0.000326588,0,Initial,2
GVN,0,47,0.00131177,0,Initial,2
Constantfold,0,46,0.00168359,0,Initial,2
DeadStoreRemoval,0,45,0.00503379,0,Initial,2
Inline,0,44,0.000223118,0,Initial,2
OptimizeContexts,0,43,0.000377308,0,Initial,2
OptimizeVisibility,1,42,0.000503152,0,Initial,2
OptimizeAssumptions,1,41,0.0023114,0,Initial,2
Cleanup,1,40,0.000767521,0,Initial,2
ElideEnv,0,39,0.000418046,0,Initial,2
DelayEnv,1,38,0.000197674,0,Initial,2
DelayInstr,0,37,0.000363594,0,Initial,2
Cleanup,0,36,0.000660901,0,Initial,2
OptimizeVisibility,0,35,0.000329708,0,Initial,2
OptimizeAssumptions,1,34,0.00155319,0,Initial,2
Cleanup,0,33,0.000645557,0,Initial,2
TypeInference,0,32,0.000302725,0,Initial,2
Overflow,0,31,0.000348451,0,Initial,2
Initial post,0,0,0.000165306,0,Initial post,2
HoistInstruction,1,0,0.000303356,0,Initial post,2
LoopInvariant,0,0,0.000250955,0,Initial post,2
Speculation,0,99,0.000166825,0,Speculation,2
TypefeedbackCleanup,0,98,0.000166663,0,Speculation,2
ElideEnvSpec,1,97,0.00284953,0,Speculation,2
DotDotDots,0,96,0.000193083,0,Speculation,2
EagerCalls,0,95,0.000246602,0,Speculation,2
MatchCallArgs,0,94,0.000192007,0,Speculation,2
InlineForcePromises,0,93,0.000194006,0,Speculation,2
Inline,0,92,0.000196233,0,Speculation,2
OptimizeContexts,1,91,0.000508213,0,Speculation,2
DelayInstr,0,90,0.000386061,0,Speculation,2
ForceDominance,1,89,0.00589642,0,Speculation,2
ScopeResolution,1,88,0.00584465,0,Speculation,2
LoadElision,0,87,0.000296828,0,Speculation,2
GVN,0,86,0.00124828,0,Speculation,2
Constantfold,0,85,0.000997106,0,Speculation,2
DeadStoreRemoval,1,84,0.0052492,0,Speculation,2
Inline,0,83,0.000208881,0,Speculation,2
OptimizeContexts,0,82,0.000226749,0,Speculation,2
OptimizeVisibility,0,81,0.00035116,0,Speculation,2
OptimizeAssumptions,1,80,0.00354604,0,Speculation,2
Cleanup,0,79,0.000776782,0,Speculation,2
ElideEnv,0,78,0.000395175,0,Speculation,2
DelayEnv,1,77,0.000181512,0,Speculation,2
DelayInstr,1,76,0.000421466,0,Speculation,2
Cleanup,0,75,0.0009003,0,Speculation,2
OptimizeVisibility,0,74,0.000253297,0,Speculation,2
OptimizeAssumptions,1,73,0.00230243,0,Speculation,2
Cleanup,0,72,0.000896937,0,Speculation,2
TypeInference,0,71,0.000346713,0,Speculation,2
Overflow,0,70,0.000355408,0,Speculation,2
TypefeedbackCleanup,0,69,0.000161155,0,Speculation,2
TypeSpeculation,1,68,0.00248458,0,Speculation,2
Speculation,0,67,0.000175433,1,Speculation,2
TypefeedbackCleanup,0,66,0.000171359,1,Speculation,2
ElideEnvSpec,1,65,0.00113359,1,Speculation,2
DotDotDots,0,64,0.000184149,1,Speculation,2
EagerCalls,0,63,0.000224372,1,Speculation,2
MatchCallArgs,0,62,0.000179128,1,Speculation,2
InlineForcePromises,0,61,0.000183307,1,Speculation,2
Inline,0,60,0.000181358,1,Speculation,2
OptimizeContexts,0,59,0.000198433,1,Speculation,2
DelayInstr,0,58,0.00038363,1,Speculation,2
ForceDominance,1,57,0.00152315,1,Speculation,2
ScopeResolution,0,56,0.00515843,1,Speculation,2
LoadElision,0,55,0.000306654,1,Speculation,2
GVN,0,54,0.00122012,1,Speculation,2
Constantfold,0,53,0.00139263,1,Speculation,2
DeadStoreRemoval,0,52,0.00454624,1,Speculation,2
Inline,0,51,0.000169996,1,Speculation,2
OptimizeContexts,0,50,0.000182138,1,Speculation,2
OptimizeVisibility,0,49,0.000237587,1,Speculation,2
OptimizeAssumptions,1,48,0.00326952,1,Speculation,2
Cleanup,0,47,0.00127916,1,Speculation,2
ElideEnv,0,46,0.000273408,1,Speculation,2
DelayEnv,0,45,0.000128369,1,Speculation,2
DelayInstr,0,44,0.000244187,1,Speculation,2
Cleanup,0,43,0.000675846,1,Speculation,2
OptimizeVisibility,0,42,0.000177927,1,Speculation,2
OptimizeAssumptions,0,41,0.00132297,1,Speculation,2
Cleanup,0,40,0.000674636,1,Speculation,2
TypeInference,0,39,0.000270741,1,Speculation,2
Overflow,0,38,0.000240375,1,Speculation,2
TypefeedbackCleanup,0,37,0.000110552,1,Speculation,2
TypeSpeculation,0,36,0.000386341,1,Speculation,2
Speculation post,0,0,0.000110649,0,Speculation post,2
HoistInstruction,1,0,0.00019834,0,Speculation post,2
LoopInvariant,0,0,0.000143181,0,Speculation post,2
Remove CP,0,0,0.000108078,0,Remove CP,2
CleanupCheckpoints,1,0,0.000121547,0,Remove CP,2
HoistInstruction,1,0,0.000151136,0,Remove CP,2
LoopInvariant,0,0,0.000106442,0,Remove CP,2
Intermediate 2,0,59,7.8246e-05,0,Intermediate 2,2
DotDotDots,0,58,8.5792e-05,0,Intermediate 2,2
EagerCalls,0,57,0.000111636,0,Intermediate 2,2
MatchCallArgs,0,56,8.4762e-05,0,Intermediate 2,2
InlineForcePromises,0,55,8.4595e-05,0,Intermediate 2,2
Inline,0,54,8.6761e-05,0,Intermediate 2,2
OptimizeContexts,0,53,9.5205e-05,0,Intermediate 2,2
DelayInstr,0,52,0.00018047,0,Intermediate 2,2
ForceDominance,1,51,0.000475408,0,Intermediate 2,2
ScopeResolution,0,50,0.00210839,0,Intermediate 2,2
LoadElision,0,49,0.000154297,0,Intermediate 2,2
GVN,0,48,0.000597425,0,Intermediate 2,2
Constantfold,0,47,0.000289109,0,Intermediate 2,2
DeadStoreRemoval,0,46,0.00128849,0,Intermediate 2,2
Inline,0,45,9.2836e-05,0,Intermediate 2,2
OptimizeContexts,0,44,0.000100185,0,Intermediate 2,2
OptimizeVisibility,0,43,0.000123174,0,Intermediate 2,2
OptimizeAssumptions,1,42,0.000916614,0,Intermediate 2,2
Cleanup,1,41,0.000617318,0,Intermediate 2,2
ElideEnv,0,40,0.000172567,0,Intermediate 2,2
DelayEnv,0,39,8.0504e-05,0,Intermediate 2,2
DelayInstr,1,38,0.00019828,0,Intermediate 2,2
Cleanup,0,37,0.000358206,0,Intermediate 2,2
OptimizeVisibility,0,36,0.000113918,0,Intermediate 2,2
OptimizeAssumptions,1,35,0.000668595,0,Intermediate 2,2
Cleanup,0,34,0.00036035,0,Intermediate 2,2
TypeInference,0,33,0.000213939,0,Intermediate 2,2
Overflow,0,32,0.000156798,0,Intermediate 2,2
Intermediate 2 post,0,0,6.9687e-05,0,Intermediate 2 post,2
HoistInstruction,0,0,0.000103401,0,Intermediate 2 post,2
LoopInvariant,0,0,8.0251e-05,0,Intermediate 2 post,2
Cleanup FS,0,0,6.6449e-05,0,Cleanup FS,2
CleanupFramestate,1,0,7.4049e-05,0,Cleanup FS,2
CleanupCheckpoints,0,0,8.0666e-05,0,Cleanup FS,2
Final,0,119,6.7751e-05,0,Final,2
DotDotDots,0,118,6.7087e-05,0,Final,2
EagerCalls,0,117,8.4905e-05,0,Final,2
MatchCallArgs,0,116,6.5441e-05,0,Final,2
InlineForcePromises,0,115,6.5223e-05,0,Final,2
Inline,0,114,6.6728e-05,0,Final,2
OptimizeContexts,0,113,7.1209e-05,0,Final,2
DelayInstr,0,112,0.000145903,0,Final,2
ForceDominance,1,111,0.000333336,0,Final,2
ScopeResolution,1,110,0.00239773,0,Final,2
LoadElision,1,109,0.000157485,0,Final,2
GVN,0,108,0.000892925,0,Final,2
Constantfold,0,107,0.000282629,0,Final,2
DeadStoreRemoval,0,106,0.000729341,0,Final,2
Inline,0,105,5.1691e-05,0,Final,2
