pass,changed,current_budget,exec_time,iteration,phase,run
MatchCallArgs,0,94,0.000254622,0,Speculation,1
InlineForcePromises,0,93,0.000244321,0,Speculation,1
Inline,0,92,0.000252848,0,Speculation,1
OptimizeContexts,0,91,0.000377802,0,Speculation,1
DelayInstr,0,90,0.000432047,0,Speculation,1
ForceDominance,1,89,0.00325946,0,Speculation,1
ScopeResolution,1,88,0.0053962,0,Speculation,1
LoadElision,0,87,0.000361155,0,Speculation,1
GVN,0,86,0.00132363,0,Speculation,1
Constantfold,0,85,0.000935006,0,Speculation,1
DeadStoreRemoval,0,84,0.00618123,0,Speculation,1
Inline,0,83,0.000267295,0,Speculation,1
OptimizeContexts,0,82,0.000400834,0,Speculation,1
OptimizeVisibility,0,81,0.000481208,0,Speculation,1
OptimizeAssumptions,1,80,0.00202364,0,Speculation,1
Cleanup,0,79,0.00101197,0,Speculation,1
ElideEnv,0,78,0.000530898,0,Speculation,1
DelayEnv,1,77,0.000245323,0,Speculation,1
DelayInstr,0,76,0.00039468,0,Speculation,1
Cleanup,0,75,0.000854569,0,Speculation,1
OptimizeVisibility,0,74,0.000380448,0,Speculation,1
OptimizeAssumptions,0,73,0.00132163,0,Speculation,1
Cleanup,0,72,0.00086098,0,Speculation,1
TypeInference,0,71,0.000440029,0,Speculation,1
Overflow,0,70,0.000412308,0,Speculation,1
TypefeedbackCleanup,0,69,0.000207853,0,Speculation,1
TypeSpeculation,1,68,0.00138396,0,Speculation,1
Speculation,0,67,0.000223407,1,Speculation,1
TypefeedbackCleanup,0,66,0.000218523,1,Speculation,1
ElideEnvSpec,1,65,0.000758647,1,Speculation,1
DotDotDots,1,64,0.000238203,1,Speculation,1
EagerCalls,1,63,0.000281598,1,Speculation,1
MatchCallArgs,0,62,0.000230817,1,Speculation,1
InlineForcePromises,0,61,0.000221859,1,Speculation,1
Inline,0,60,0.000229476,1,Speculation,1
OptimizeContexts,1,59,0.000386007,1,Speculation,1
DelayInstr,0,58,0.000393453,1,Speculation,1
ForceDominance,0,57,0.00177044,1,Speculation,1
ScopeResolution,1,56,0.00427465,1,Speculation,1
LoadElision,1,55,0.000366923,1,Speculation,1
GVN,0,54,0.00135818,1,Speculation,1
Constantfold,0,53,0.00085885,1,Speculation,1
DeadStoreRemoval,0,52,0.00614755,1,Speculation,1
Inline,0,51,0.000229144,1,Speculation,1
OptimizeContexts,0,50,0.000339763,1,Speculation,1
OptimizeVisibility,0,49,0.000352065,1,Speculation,1
OptimizeAssumptions,1,48,0.00162665,1,Speculation,1
Cleanup,0,47,0.000941783,1,Speculation,1
ElideEnv,0,46,0.000470307,1,Speculation,1
DelayEnv,1,45,0.000212882,1,Speculation,1
DelayInstr,0,44,0.000328449,1,Speculation,1
Cleanup,0,43,0.000828356,1,Speculation,1
OptimizeVisibility,0,42,0.000334821,1,Speculation,1
OptimizeAssumptions,1,41,0.00116334,1,Speculation,1
Cleanup,0,40,0.000826762,1,Speculation,1
TypeInference,0,39,0.000411402,1,Speculation,1
Overflow,0,38,0.000356259,1,Speculation,1
TypefeedbackCleanup,0,37,0.000185095,1,Speculation,1
TypeSpeculation,0,36,0.000484476,1,Speculation,1
Speculation post,0,0,0.000186055,0,Speculation post,1
HoistInstruction,1,0,0.000291004,0,Speculation post,1
LoopInvariant,0,0,0.000233283,0,Speculation post,1
Remove CP,0,0,0.000181605,0,Remove CP,1
CleanupCheckpoints,1,0,0.000205775,0,Remove CP,1
HoistInstruction,1,0,0.000202645,0,Remove CP,1
LoopInvariant,0,0,0.000161692,0,Remove CP,1
Intermediate 2,0,59,0.000120994,0,Intermediate 2,1
DotDotDots,0,58,0.000130739,0,Intermediate 2,1
EagerCalls,0,57,0.000161813,0,Intermediate 2,1
MatchCallArgs,0,56,0.00013643,0,Intermediate 2,1
InlineForcePromises,0,55,0.000128432,0,Intermediate 2,1
Inline,0,54,0.000135123,0,Intermediate 2,1
OptimizeContexts,0,53,0.000192387,0,Intermediate 2,1
DelayInstr,0,52,0.000221862,0,Intermediate 2,1
ForceDominance,0,51,0.000765424,0,Intermediate 2,1
ScopeResolution,1,50,0.00191246,0,Intermediate 2,1
LoadElision,0,49,0.000190753,0,Intermediate 2,1
GVN,0,48,0.000635939,0,Intermediate 2,1
Constantfold,0,47,0.000441045,0,Intermediate 2,1
DeadStoreRemoval,0,46,0.00165922,0,Intermediate 2,1
Inline,0,45,0.000146142,0,Intermediate 2,1
OptimizeContexts,0,44,0.000205929,0,Intermediate 2,1
OptimizeVisibility,0,43,0.000220033,0,Intermediate 2,1
OptimizeAssumptions,1,42,0.000665176,0,Intermediate 2,1
Cleanup,1,41,0.000622263,0,Intermediate 2,1
ElideEnv,0,40,0.000285776,0,Intermediate 2,1
DelayEnv,0,39,0.000120957,0,Intermediate 2,1
DelayInstr,0,38,0.000214051,0,Intermediate 2,1
Cleanup,0,37,0.000478922,0,Intermediate 2,1
OptimizeVisibility,0,36,0.000189178,0,Intermediate 2,1
OptimizeAssumptions,1,35,0.000451382,0,Intermediate 2,1
Cleanup,0,34,0.000471484,0,Intermediate 2,1
TypeInference,0,33,0.000281875,0,Intermediate 2,1
Overflow,0,32,0.000217864,0,Intermediate 2,1
Intermediate 2 post,0,0,0.000111353,0,Intermediate 2 post,1
HoistInstruction,0,0,0.000155361,0,Intermediate 2 post,1
LoopInvariant,0,0,0.000121411,0,Intermediate 2 post,1
Cleanup FS,0,0,0.000101402,0,Cleanup FS,1
CleanupFramestate,1,0,0.000114511,0,Cleanup FS,1
CleanupCheckpoints,0,0,0.000124217,0,Cleanup FS,1
Final,0,119,9.9516e-05,0,Final,1
DotDotDots,0,118,0.000106508,0,Final,1
EagerCalls,0,117,0.00026502,0,Final,1
MatchCallArgs,0,116,0.000151663,0,Final,1
InlineForcePromises,0,115,0.000141106,0,Final,1
Inline,0,114,0.000144532,0,Final,1
OptimizeContexts,0,113,0.000199504,0,Final,1
DelayInstr,0,112,0.000247715,0,Final,1
ForceDominance,0,111,0.000557816,0,Final,1
ScopeResolution,1,110,0.00224597,0,Final,1
LoadElision,0,109,0.000155358,0,Final,1
GVN,0,108,0.000553425,0,Final,1
Constantfold,0,107,0.000285734,0,Final,1
DeadStoreRemoval,0,106,0.000942787,0,Final,1
Inline,0,105,0.000237816,0,Final,1
OptimizeContexts,0,104,0.000158509,0,Final,1
OptimizeVisibility,0,103,0.00018586,0,Final,1
OptimizeAssumptions,0,102,0.000405303,0,Final,1
Cleanup,1,101,0.000505265,0,Final,1
ElideEnv,0,100,0.000239014,0,Final,1
DelayEnv,0,99,9.9889e-05,0,Final,1
DelayInstr,1,98,0.000195474,0,Final,1
Cleanup,0,97,0.000424153,0,Final,1
OptimizeVisibility,0,96,0.000168376,0,Final,1
OptimizeAssumptions,0,95,0.000384095,0,Final,1
Cleanup,0,94,0.000432109,0,Final,1
TypeInference,0,93,0.000266814,0,Final,1
Overflow,0,92,0.000200891,0,Final,1
ElideEnvSpec,0,91,0.000268003,0,Final,1
CleanupCheckpoints,0,90,0.000118987,0,Final,1
Final post,0,0,9.2297e-05,0,Final post,1
HoistInstruction,1,0,0.000132856,0,Final post,1
LoopInvariant,0,0,0.000108199,0,Final post,1
Constantfold,0,0,0.000237529,0,Final post,1
Cleanup,0,0,0.000436049,0,Final post,1
CleanupCheckpoints,0,0,0.000118486,0,Final post,1
done,0,0,9.3176e-05,0,done,1
Initial,0,59,1.2062e-05,0,Initial,2
TypefeedbackCleanup,0,58,8.668e-06,0,Initial,2
DotDotDots,0,57,9.753e-06,0,Initial,2
EagerCalls,0,56,1.3177e-05,0,Initial,2
MatchCallArgs,0,55,8.953e-06,0,Initial,2
InlineForcePromises,0,54,8.926e-06,0,Initial,2
Inline,0,53,1.0555e-05,0,Initial,2
OptimizeContexts,0,52,1.2266e-05,0,Initial,2
DelayInstr,0,51,1.5726e-05,0,Initial,2
ForceDominance,1,50,6.4007e-05,0,Initial,2
ScopeResolution,0,49,9.9854e-05,0,Initial,2
LoadElision,0,48,1.8623e-05,0,Initial,2
GVN,0,47,3.6976e-05,0,Initial,2
Constantfold,0,46,3.1449e-05,0,Initial,2
DeadStoreRemoval,0,45,8.3349e-05,0,Initial,2
Inline,0,44,9.092e-06,0,Initial,2
OptimizeContexts,0,43,1.1585e-05,0,Initial,2
OptimizeVisibility,0,42,2.1772e-05,0,Initial,2
OptimizeAssumptions,0,41,2.8915e-05,0,Initial,2
Cleanup,1,40,4.2954e-05,0,Initial,2
ElideEnv,0,39,2.0003e-05,0,Initial,2
DelayEnv,1,38,1.3272e-05,0,Initial,2
DelayInstr,0,37,1.3189e-05,0,Initial,2
Cleanup,0,36,2.8353e-05,0,Initial,2
OptimizeVisibility,0,35,1.4842e-05,0,Initial,2
OptimizeAssumptions,0,34,1.959e-05,0,Initial,2
Cleanup,0,33,2.644e-05,0,Initial,2
TypeInference,0,32,1.7311e-05,0,Initial,2
Overflow,0,31,1.2118e-05,0,Initial,2
Initial post,0,0,6.203e-06,0,Initial post,2
HoistInstruction,0,0,1.279e-05,0,Initial post,2
LoopInvariant,0,0,9.161e-06,0,Initial post,2
Speculation,0,99,6.117e-06,0,Speculation,2
TypefeedbackCleanup,0,98,6.818e-06,0,Speculation,2
ElideEnvSpec,1,97,5.0629e-05,0,Speculation,2
DotDotDots,0,96,8.419e-06,0,Speculation,2
EagerCalls,0,95,1.0488e-05,0,Speculation,2
MatchCallArgs,0,94,7.483e-06,0,Speculation,2
InlineForcePromises,0,93,7.971e-06,0,Speculation,2
Inline,0,92,8.005e-06,0,Speculation,2
OptimizeContexts,0,91,1.0997e-05,0,Speculation,2
DelayInstr,0,90,1.3913e-05,0,Speculation,2
ForceDominance,1,89,4.8257e-05,0,Speculation,2
ScopeResolution,1,88,0.000131205,0,Speculation,2
LoadElision,0,87,8.673e-06,0,Speculation,2
GVN,0,86,3.1278e-05,0,Speculation,2
Constantfold,0,85,2.5648e-05,0,Speculation,2
DeadStoreRemoval,0,84,1.2492e-05,0,Speculation,2
Inline,0,83,7.581e-06,0,Speculation,2
OptimizeContexts,0,82,1.0708e-05,0,Speculation,2
OptimizeVisibility,0,81,1.5865e-05,0,Speculation,2
OptimizeAssumptions,0,80,2.8454e-05,0,Speculation,2
Cleanup,1,79,3.7159e-05,0,Speculation,2
ElideEnv,1,78,1.6951e-05,0,Speculation,2
DelayEnv,0,77,7.102e-06,0,Speculation,2
DelayInstr,0,76,1.0713e-05,0,Speculation,2
Cleanup,0,75,2.749e-05,0,Speculation,2
OptimizeVisibility,0,74,1.2774e-05,0,Speculation,2
OptimizeAssumptions,0,73,2.7631e-05,0,Speculation,2
Cleanup,0,72,4.4335e-05,0,Speculation,2
TypeInference,0,71,1.3947e-05,0,Speculation,2
Overflow,0,70,1.0097e-05,0,Speculation,2
TypefeedbackCleanup,0,69,6.076e-06,0,Speculation,2
TypeSpeculation,1,68,2.9693e-05,0,Speculation,2
Speculation,0,67,6.145e-06,1,Speculation,2
TypefeedbackCleanup,0,66,6.227e-06,1,Speculation,2
ElideEnvSpec,1,65,2.4436e-05,1,Speculation,2
DotDotDots,0,64,7.383e-06,1,Speculation,2
EagerCalls,0,63,9.425e-06,1,Speculation,2
MatchCallArgs,0,62,6.683e-06,1,Speculation,2
InlineForcePromises,0,61,6.947e-06,1,Speculation,2
Inline,0,60,7.077e-06,1,Speculation,2
OptimizeContexts,0,59,9.106e-06,1,Speculation,2
DelayInstr,0,58,1.19e-05,1,Speculation,2
ForceDominance,0,57,3.5593e-05,1,Speculation,2
ScopeResolution,1,56,0.000112791,1,Speculation,2
LoadElision,0,55,7.769e-06,1,Speculation,2
GVN,0,54,2.944e-05,1,Speculation,2
Constantfold,1,53,2.0081e-05,1,Speculation,2
DeadStoreRemoval,0,52,1.1208e-05,1,Speculation,2
Inline,0,51,7.161e-06,1,Speculation,2
OptimizeContexts,0,50,1.0256e-05,1,Speculation,2
OptimizeVisibility,0,49,1.3176e-05,1,Speculation,2
OptimizeAssumptions,0,48,2.7477e-05,1,Speculation,2
Cleanup,0,47,3.3136e-05,1,Speculation,2
ElideEnv,1,46,1.6402e-05,1,Speculation,2
DelayEnv,0,45,7.496e-06,1,Speculation,2
DelayInstr,0,44,1.1316e-05,1,Speculation,2
Cleanup,0,43,2.8455e-05,1,Speculation,2
OptimizeVisibility,0,42,1.1959e-05,1,Speculation,2
OptimizeAssumptions,0,41,2.391e-05,1,Speculation,2
Cleanup,0,40,2.8601e-05,1,Speculation,2
TypeInference,0,39,1.4216e-05,1,Speculation,2
Overflow,0,38,1.0488e-05,1,Speculation,2
TypefeedbackCleanup,0,37,6.268e-06,1,Speculation,2
TypeSpeculation,0,36,1.7926e-05,1,Speculation,2
Speculation post,0,0,6.803e-06,0,Speculation post,2
HoistInstruction,1,0,1.448e-05,0,Speculation post,2
LoopInvariant,0,0,8.404e-06,0,Speculation post,2
Remove CP,0,0,5.987e-06,0,Remove CP,2
CleanupCheckpoints,1,0,9.535e-06,0,Remove CP,2
HoistInstruction,0,0,7.067e-06,0,Remove CP,2
LoopInvariant,0,0,5.059e-06,0,Remove CP,2
Intermediate 2,0,59,3.504e-06,0,Intermediate 2,2
DotDotDots,0,58,4.613e-06,0,Intermediate 2,2
EagerCalls,0,57,6.644e-06,0,Intermediate 2,2
MatchCallArgs,0,56,4.237e-06,0,Intermediate 2,2
InlineForcePromises,0,55,4.477e-06,0,Intermediate 2,2
Inline,0,54,4.721e-06,0,Intermediate 2,2
OptimizeContexts,0,53,7.045e-06,0,Intermediate 2,2
DelayInstr,0,52,7.757e-06,0,Intermediate 2,2
ForceDominance,0,51,2.5489e-05,0,Intermediate 2,2
ScopeResolution,0,50,5.881e-05,0,Intermediate 2,2
LoadElision,0,49,5.387e-06,0,Intermediate 2,2
GVN,0,48,1.7047e-05,0,Intermediate 2,2
Constantfold,0,47,1.3978e-05,0,Intermediate 2,2
DeadStoreRemoval,0,46,7.861e-06,0,Intermediate 2,2
Inline,0,45,4.712e-06,0,Intermediate 2,2
OptimizeContexts,0,44,7.113e-06,0,Intermediate 2,2
OptimizeVisibility,0,43,9.307e-06,0,Intermediate 2,2
OptimizeAssumptions,0,42,1.9225e-05,0,Intermediate 2,2
Cleanup,1,41,2.4109e-05,0,Intermediate 2,2
ElideEnv,0,40,9.588e-06,0,Intermediate 2,2
DelayEnv,0,39,5.049e-06,0,Intermediate 2,2
DelayInstr,0,38,7.014e-06,0,Intermediate 2,2
Cleanup,1,37,1.7588e-05,0,Intermediate 2,2
OptimizeVisibility,0,36,7.222e-06,0,Intermediate 2,2
OptimizeAssumptions,0,35,1.5328e-05,0,Intermediate 2,2
Cleanup,0,34,1.7015e-05,0,Intermediate 2,2
TypeInference,0,33,9.175e-06,0,Intermediate 2,2
Overflow,0,32,6.095e-06,0,Intermediate 2,2
Intermediate 2 post,0,0,3.632e-06,0,Intermediate 2 post,2
HoistInstruction,0,0,6.454e-06,0,Intermediate 2 post,2
LoopInvariant,0,0,4.563e-06,0,Intermediate 2 post,2
Cleanup FS,0,0,3.374e-06,0,Cleanup FS,2
CleanupFramestate,1,0,4.808e-06,0,Cleanup FS,2
CleanupCheckpoints,0,0,4.962e-06,0,Cleanup FS,2
Final,0,119,3.316e-06,0,Final,2
DotDotDots,0,118,4.159e-06,0,Final,2
EagerCalls,0,117,6.053e-06,0,Final,2
MatchCallArgs,0,116,3.707e-06,0,Final,2
InlineForcePromises,0,115,3.787e-06,0,Final,2
Inline,0,114,4.086e-06,0,Final,2
OptimizeContexts,0,113,4.865e-06,0,Final,2
DelayInstr,0,112,6.344e-06,0,Final,2
ForceDominance,0,111,2.1876e-05,0,Final,2
ScopeResolution,0,110,6.2597e-05,0,Final,2
LoadElision,0,109,4.102e-06,0,Final,2
GVN,0,108,1.378e-05,0,Final,2
Constantfold,0,107,1.0343e-05,0,Final,2
DeadStoreRemoval,0,106,6.747e-06,0,Final,2
Inline,0,105,3.674e-06,0,Final,2
OptimizeContexts,0,104,4.093e-06,0,Final,2
OptimizeVisibility,0,103,6.31e-06,0,Final,2
OptimizeAssumptions,0,102,1.4672e-05,0,Final,2
Cleanup,0,101,1.6982e-05,0,Final,2
ElideEnv,0,100,7.465e-06,0,Final,2
DelayEnv,0,99,3.994e-06,0,Final,2
DelayInstr,0,98,5.6e-06,0,Final,2
