pass,changed,current_budget,exec_time,iteration,phase,run
Inline,0,92,0.000205621,0,Speculation,0
OptimizeContexts,1,91,0.000408081,0,Speculation,0
DelayInstr,0,90,0.000342108,0,Speculation,0
ForceDominance,1,89,0.00170276,0,Speculation,0
ScopeResolution,1,88,0.0040834,0,Speculation,0
LoadElision,0,87,0.000298544,0,Speculation,0
GVN,0,86,0.00118823,0,Speculation,0
Constantfold,0,85,0.000739291,0,Speculation,0
DeadStoreRemoval,0,84,0.00278942,0,Speculation,0
Inline,0,83,0.000211687,0,Speculation,0
OptimizeContexts,1,82,0.000379693,0,Speculation,0
OptimizeVisibility,0,81,0.000366663,0,Speculation,0
OptimizeAssumptions,1,80,0.00114358,0,Speculation,0
Cleanup,0,79,0.000811401,0,Speculation,0
ElideEnv,0,78,0.000418662,0,Speculation,0
DelayEnv,1,77,0.000192362,0,Speculation,0
DelayInstr,1,76,0.000311614,0,Speculation,0
Cleanup,0,75,0.000718708,0,Speculation,0
OptimizeVisibility,0,74,0.000289659,0,Speculation,0
OptimizeAssumptions,1,73,0.000957742,0,Speculation,0
Cleanup,0,72,0.00068239,0,Speculation,0
TypeInference,0,71,0.000335243,0,Speculation,0
Overflow,0,70,0.000293407,0,Speculation,0
TypefeedbackCleanup,0,69,0.000156666,0,Speculation,0
TypeSpeculation,1,68,0.00080964,0,Speculation,0
Speculation,0,67,0.000160206,1,Speculation,0
TypefeedbackCleanup,0,66,0.000157048,1,Speculation,0
ElideEnvSpec,1,65,0.000397774,1,Speculation,0
DotDotDots,0,64,0.000172036,1,Speculation,0
EagerCalls,1,63,0.000281,1,Speculation,0
MatchCallArgs,0,62,0.000193017,1,Speculation,0
InlineForcePromises,0,61,0.000170441,1,Speculation,0
Inline,0,60,0.000181776,1,Speculation,0
OptimizeContexts,0,59,0.000218163,1,Speculation,0
DelayInstr,0,58,0.000296437,1,Speculation,0
ForceDominance,1,57,0.00100774,1,Speculation,0
ScopeResolution,1,56,0.00284459,1,Speculation,0
LoadElision,0,55,0.000264428,1,Speculation,0
GVN,0,54,0.00103651,1,Speculation,0
Constantfold,0,53,0.000567693,1,Speculation,0
DeadStoreRemoval,0,52,0.00204462,1,Speculation,0
Inline,0,51,0.000193024,1,Speculation,0
OptimizeContexts,0,50,0.000240731,1,Speculation,0
OptimizeVisibility,0,49,0.000305301,1,Speculation,0
OptimizeAssumptions,1,48,0.000956745,1,Speculation,0
Cleanup,0,47,0.000697539,1,Speculation,0
ElideEnv,0,46,0.000358873,1,Speculation,0
DelayEnv,0,45,0.000165232,1,Speculation,0
DelayInstr,1,44,0.00028014,1,Speculation,0
Cleanup,0,43,0.000650888,1,Speculation,0
OptimizeVisibility,0,42,0.000276685,1,Speculation,0
OptimizeAssumptions,0,41,0.000773137,1,Speculation,0
Cleanup,0,40,0.000617116,1,Speculation,0
TypeInference,0,39,0.000326649,1,Speculation,0
Overflow,0,38,0.000284658,1,Speculation,0
TypefeedbackCleanup,0,37,0.000150123,1,Speculation,0
TypeSpeculation,0,36,0.000458216,1,Speculation,0
Speculation post,0,0,0.000151791,0,Speculation post,0
HoistInstruction,1,0,0.000250822,0,Speculation post,0
LoopInvariant,0,0,0.00020776,0,Speculation post,0
Remove CP,0,0,0.000152012,0,Remove CP,0
CleanupCheckpoints,1,0,0.000164074,0,Remove CP,0
HoistInstruction,1,0,0.000189764,0,Remove CP,0
LoopInvariant,0,0,0.00013087,0,Remove CP,0
Intermediate 2,0,59,0.000101695,0,Intermediate 2,0
DotDotDots,0,58,0.000110298,0,Intermediate 2,0
EagerCalls,0,57,0.000138776,0,Intermediate 2,0
MatchCallArgs,0,56,0.00011689,0,Intermediate 2,0
InlineForcePromises,0,55,0.000105086,0,Intermediate 2,0
Inline,0,54,0.000117065,0,Intermediate 2,0
OptimizeContexts,0,53,0.00013825,0,Intermediate 2,0
DelayInstr,0,52,0.000187388,0,Intermediate 2,0
ForceDominance,1,51,0.000555747,0,Intermediate 2,0
ScopeResolution,1,50,0.00161434,0,Intermediate 2,0
LoadElision,0,49,0.000188048,0,Intermediate 2,0
GVN,0,48,0.000621453,0,Intermediate 2,0
Constantfold,0,47,0.00035107,0,Intermediate 2,0
DeadStoreRemoval,0,46,0.000844963,0,Intermediate 2,0
Inline,0,45,0.000129076,0,Intermediate 2,0
OptimizeContexts,0,44,0.000146782,0,Intermediate 2,0
OptimizeVisibility,0,43,0.000183706,0,Intermediate 2,0
OptimizeAssumptions,0,42,0.000466213,0,Intermediate 2,0
Cleanup,1,41,0.000452173,0,Intermediate 2,0
ElideEnv,0,40,0.000228763,0,Intermediate 2,0
DelayEnv,1,39,0.000101278,0,Intermediate 2,0
DelayInstr,0,38,0.000180378,0,Intermediate 2,0
Cleanup,0,37,0.000408206,0,Intermediate 2,0
OptimizeVisibility,0,36,0.000157044,0,Intermediate 2,0
OptimizeAssumptions,0,35,0.000358371,0,Intermediate 2,0
Cleanup,0,34,0.000390607,0,Intermediate 2,0
TypeInference,0,33,0.000221182,0,Intermediate 2,0
Overflow,0,32,0.000174253,0,Intermediate 2,0
Intermediate 2 post,0,0,8.7049e-05,0,Intermediate 2 post,0
HoistInstruction,1,0,0.000135699,0,Intermediate 2 post,0
LoopInvariant,0,0,9.6537e-05,0,Intermediate 2 post,0
Cleanup FS,0,0,8.4088e-05,0,Cleanup FS,0
CleanupFramestate,1,0,9.4518e-05,0,Cleanup FS,0
CleanupCheckpoints,0,0,0.000100304,0,Cleanup FS,0
Final,0,119,8.3027e-05,0,Final,0
DotDotDots,0,118,9.0205e-05,0,Final,0
EagerCalls,1,117,0.000218924,0,Final,0
MatchCallArgs,0,116,0.000149019,0,Final,0
InlineForcePromises,0,115,0.000142756,0,Final,0
Inline,0,114,0.000148478,0,Final,0
OptimizeContexts,0,113,0.000169784,0,Final,0
DelayInstr,0,112,0.000264032,0,Final,0
ForceDominance,1,111,0.000735364,0,Final,0
ScopeResolution,1,110,0.00250318,0,Final,0
LoadElision,0,109,0.000225406,0,Final,0
GVN,0,108,0.000822536,0,Final,0
Constantfold,0,107,0.000435094,0,Final,0
DeadStoreRemoval,1,106,0.0010296,0,Final,0
Inline,0,105,0.000150808,0,Final,0
OptimizeContexts,0,104,0.000167301,0,Final,0
OptimizeVisibility,0,103,0.000234943,0,Final,0
OptimizeAssumptions,0,102,0.000548458,0,Final,0
Cleanup,1,101,0.000661688,0,Final,0
ElideEnv,0,100,0.000317597,0,Final,0
DelayEnv,1,99,0.000139737,0,Final,0
DelayInstr,1,98,0.00029995,0,Final,0
Cleanup,0,97,0.000590232,0,Final,0
OptimizeVisibility,0,96,0.000214765,0,Final,0
OptimizeAssumptions,1,95,0.000521469,0,Final,0
Cleanup,0,94,0.000555444,0,Final,0
TypeInference,0,93,0.00034113,0,Final,0
Overflow,0,92,0.000257678,0,Final,0
ElideEnvSpec,1,91,0.00031032,0,Final,0
CleanupCheckpoints,0,90,0.000153728,0,Final,0
Final post,0,0,0.000122764,0,Final post,0
HoistInstruction,0,0,0.000185826,0,Final post,0
LoopInvariant,0,0,0.000140678,0,Final post,0
Constantfold,0,0,0.000320286,0,Final post,0
Cleanup,0,0,0.000551518,0,Final post,0
CleanupCheckpoints,0,0,0.000158889,0,Final post,0
done,0,0,0.000122895,0,done,0
Initial,0,59,0.000371023,0,Initial,1
TypefeedbackCleanup,0,58,0.000326586,0,Initial,1
DotDotDots,0,57,0.000350623,0,Initial,1
EagerCalls,1,56,0.000504365,0,Initial,1
MatchCallArgs,0,55,0.00035519,0,Initial,1
InlineForcePromises,0,54,0.000343093,0,Initial,1
Inline,1,53,0.00101593,0,Initial,1
OptimizeContexts,0,52,0.000687184,0,Initial,1
DelayInstr,1,51,0.000721983,0,Initial,1
ForceDominance,1,50,0.00355043,0,Initial,1
ScopeResolution,1,49,0.00441551,0,Initial,1
LoadElision,0,48,0.000524837,0,Initial,1
GVN,0,47,0.00212999,0,Initial,1
Constantfold,0,46,0.0019308,0,Initial,1
DeadStoreRemoval,0,45,0.00288982,0,Initial,1
Inline,1,44,0.000585168,0,Initial,1
OptimizeContexts,0,43,0.000588666,0,Initial,1
OptimizeVisibility,0,42,0.000912992,0,Initial,1
OptimizeAssumptions,1,41,0.00193688,0,Initial,1
Cleanup,1,40,0.00147672,0,Initial,1
ElideEnv,0,39,0.00075616,0,Initial,1
DelayEnv,1,38,0.000328854,0,Initial,1
DelayInstr,1,37,0.000497345,0,Initial,1
Cleanup,0,36,0.00112203,0,Initial,1
OptimizeVisibility,0,35,0.000541613,0,Initial,1
OptimizeAssumptions,1,34,0.00123114,0,Initial,1
Cleanup,0,33,0.00109623,0,Initial,1
TypeInference,0,32,0.000588534,0,Initial,1
Overflow,0,31,0.000529469,0,Initial,1
Initial post,0,0,0.000284596,0,Initial post,1
HoistInstruction,1,0,0.000455528,0,Initial post,1
LoopInvariant,0,0,0.000350665,0,Initial post,1
Speculation,0,99,0.000282004,0,Speculation,1
TypefeedbackCleanup,0,98,0.000278798,0,Speculation,1
ElideEnvSpec,1,97,0.00166037,0,Speculation,1
DotDotDots,0,96,0.000317733,0,Speculation,1
EagerCalls,0,95,0.000418183,0,Speculation,1
MatchCallArgs,0,94,0.000308046,0,Speculation,1
InlineForcePromises,0,93,0.000310223,0,Speculation,1
Inline,0,92,0.000324434,0,Speculation,1
OptimizeContexts,1,91,0.000575674,0,Speculation,1
DelayInstr,0,90,0.000481052,0,Speculation,1
ForceDominance,1,89,0.00256312,0,Speculation,1
ScopeResolution,1,88,0.00503146,0,Speculation,1
LoadElision,0,87,0.000442894,0,Speculation,1
GVN,0,86,0.00179206,0,Speculation,1
Constantfold,0,85,0.00122784,0,Speculation,1
DeadStoreRemoval,0,84,0.0037747,0,Speculation,1
Inline,0,83,0.00035403,0,Speculation,1
OptimizeContexts,1,82,0.000491763,0,Speculation,1
OptimizeVisibility,0,81,0.000587294,0,Speculation,1
OptimizeAssumptions,1,80,0.00169035,0,Speculation,1
Cleanup,0,79,0.00127699,0,Speculation,1
ElideEnv,0,78,0.00067703,0,Speculation,1
DelayEnv,1,77,0.000308815,0,Speculation,1
DelayInstr,1,76,0.00046468,0,Speculation,1
Cleanup,0,75,0.00118034,0,Speculation,1
OptimizeVisibility,0,74,0.000509992,0,Speculation,1
OptimizeAssumptions,1,73,0.00149865,0,Speculation,1
Cleanup,0,72,0.00111581,0,Speculation,1
TypeInference,0,71,0.000577181,0,Speculation,1
Overflow,0,70,0.000500793,0,Speculation,1
TypefeedbackCleanup,0,69,0.000267419,0,Speculation,1
TypeSpeculation,1,68,0.0013232,0,Speculation,1
Speculation,0,67,0.000274743,1,Speculation,1
TypefeedbackCleanup,0,66,0.000268452,1,Speculation,1
ElideEnvSpec,1,65,0.00060822,1,Speculation,1
DotDotDots,0,64,0.000288256,1,Speculation,1
EagerCalls,1,63,0.000445665,1,Speculation,1
MatchCallArgs,0,62,0.000285484,1,Speculation,1
InlineForcePromises,0,61,0.000280425,1,Speculation,1
Inline,0,60,0.000299786,1,Speculation,1
OptimizeContexts,0,59,0.000344189,1,Speculation,1
DelayInstr,0,58,0.000440803,1,Speculation,1
ForceDominance,1,57,0.00167553,1,Speculation,1
ScopeResolution,1,56,0.00370904,1,Speculation,1
LoadElision,0,55,0.000410045,1,Speculation,1
GVN,0,54,0.00164622,1,Speculation,1
Constantfold,0,53,0.00107413,1,Speculation,1
DeadStoreRemoval,0,52,0.00289171,1,Speculation,1
Inline,0,51,0.000319696,1,Speculation,1
OptimizeContexts,0,50,0.000353144,1,Speculation,1
OptimizeVisibility,0,49,0.000537035,1,Speculation,1
OptimizeAssumptions,1,48,0.00162086,1,Speculation,1
Cleanup,0,47,0.00119224,1,Speculation,1
ElideEnv,0,46,0.000629258,1,Speculation,1
DelayEnv,0,45,0.000280339,1,Speculation,1
DelayInstr,1,44,0.000426047,1,Speculation,1
Cleanup,0,43,0.00106302,1,Speculation,1
OptimizeVisibility,0,42,0.000481729,1,Speculation,1
OptimizeAssumptions,0,41,0.00129123,1,Speculation,1
Cleanup,0,40,0.0010818,1,Speculation,1
TypeInference,0,39,0.000564948,1,Speculation,1
Overflow,0,38,0.000491134,1,Speculation,1
TypefeedbackCleanup,0,37,0.000260288,1,Speculation,1
TypeSpeculation,0,36,0.000584856,1,Speculation,1
Speculation post,0,0,0.000262326,0,Speculation post,1
HoistInstruction,1,0,0.000389362,0,Speculation post,1
LoopInvariant,0,0,0.000315736,0,Speculation post,1
Remove CP,0,0,0.000257542,0,Remove CP,1
CleanupCheckpoints,1,0,0.000274277,0,Remove CP,1
HoistInstruction,1,0,0.000278797,0,Remove CP,1
LoopInvariant,0,0,0.00020267,0,Remove CP,1
Intermediate 2,0,59,0.000162361,0,Intermediate 2,1
DotDotDots,0,58,0.000174352,0,Intermediate 2,1
EagerCalls,0,57,0.000234714,0,Intermediate 2,1
MatchCallArgs,0,56,0.000173899,0,Intermediate 2,1
InlineForcePromises,0,55,0.000170732,0,Intermediate 2,1
Inline,0,54,0.000188357,0,Intermediate 2,1
OptimizeContexts,0,53,0.000212069,0,Intermediate 2,1
DelayInstr,0,52,0.00027057,0,Intermediate 2,1
ForceDominance,1,51,0.000853505,0,Intermediate 2,1
ScopeResolution,1,50,0.0020972,0,Intermediate 2,1
LoadElision,0,49,0.000253291,0,Intermediate 2,1
GVN,0,48,0.00084984,0,Intermediate 2,1
Constantfold,0,47,0.000632097,0,Intermediate 2,1
DeadStoreRemoval,0,46,0.00112771,0,Intermediate 2,1
Inline,0,45,0.000203576,0,Intermediate 2,1
OptimizeContexts,0,44,0.000226928,0,Intermediate 2,1
OptimizeVisibility,0,43,0.000317758,0,Intermediate 2,1
OptimizeAssumptions,0,42,0.000688188,0,Intermediate 2,1
Cleanup,1,41,0.000746446,0,Intermediate 2,1
ElideEnv,0,40,0.000375889,0,Intermediate 2,1
DelayEnv,1,39,0.000163669,0,Intermediate 2,1
DelayInstr,0,38,0.000264469,0,Intermediate 2,1
Cleanup,0,37,0.000639419,0,Intermediate 2,1
OptimizeVisibility,0,36,0.000257647,0,Intermediate 2,1
OptimizeAssumptions,0,35,0.000508567,0,Intermediate 2,1
Cleanup,0,34,0.000602681,0,Intermediate 2,1
TypeInference,0,33,0.000354412,0,Intermediate 2,1
Overflow,0,32,0.00027667,0,Intermediate 2,1
Intermediate 2 post,0,0,0.000141486,0,Intermediate 2 post,1
HoistInstruction,1,0,0.000201964,0,Intermediate 2 post,1
LoopInvariant,0,0,0.000155154,0,Intermediate 2 post,1
Cleanup FS,0,0,0.000136987,0,Cleanup FS,1
CleanupFramestate,0,0,0.000155238,0,Cleanup FS,1
CleanupCheckpoints,0,0,0.000165664,0,Cleanup FS,1
Final,0,119,0.000135585,0,Final,1
DotDotDots,0,118,0.000144598,0,Final,1
EagerCalls,1,117,0.000394373,0,Final,1
MatchCallArgs,0,116,0.000264842,0,Final,1
InlineForcePromises,0,115,0.00024634,0,Final,1
Inline,0,114,0.000256367,0,Final,1
OptimizeContexts,0,113,0.000282783,0,Final,1
DelayInstr,0,112,0.000393082,0,Final,1
ForceDominance,1,111,0.00111708,0,Final,1
ScopeResolution,1,110,0.00303625,0,Final,1
LoadElision,0,109,0.000328784,0,Final,1
GVN,0,108,0.00123156,0,Final,1
Constantfold,0,107,0.000689512,0,Final,1
DeadStoreRemoval,1,106,0.0014041,0,Final,1
Inline,0,105,0.000260906,0,Final,1
OptimizeContexts,0,104,0.000276595,0,Final,1
OptimizeVisibility,0,103,0.000428741,0,Final,1
OptimizeAssumptions,0,102,0.000816369,0,Final,1
Cleanup,0,101,0.0011288,0,Final,1
ElideEnv,0,100,0.00055398,0,Final,1
DelayEnv,1,99,0.000234278,0,Final,1
DelayInstr,1,98,0.000430539,0,Final,1
Cleanup,0,97,0.000975893,0,Final,1
OptimizeVisibility,0,96,0.000387099,0,Final,1
OptimizeAssumptions,1,95,0.000746881,0,Final,1
Cleanup,0,94,0.000960773,0,Final,1
TypeInference,0,93,0.000705034,0,Final,1
Overflow,0,92,0.000440167,0,Final,1
ElideEnvSpec,1,91,0.000454284,0,Final,1
CleanupCheckpoints,0,90,0.000264418,0,Final,1
Final post,0,0,0.000209207,0,Final post,1
HoistInstruction,0,0,0.000280396,0,Final post,1
LoopInvariant,0,0,0.000234368,0,Final post,1
Constantfold,0,0,0.000599345,0,Final post,1
Cleanup,0,0,0.000957041,0,Final post,1
CleanupCheckpoints,0,0,0.000265538,0,Final post,1
done,0,0,0.000208527,0,done,1
Initial,0,59,3.896e-05,0,Initial,2
TypefeedbackCleanup,0,58,2.8634e-05,0,Initial,2
DotDotDots,0,57,2.4931e-05,0,Initial,2
EagerCalls,0,56,3.3878e-05,0,Initial,2
MatchCallArgs,0,55,2.5728e-05,0,Initial,2
InlineForcePromises,0,54,2.4283e-05,0,Initial,2
Inline,1,53,0.000140731,0,Initial,2
OptimizeContexts,0,52,7.5413e-05,0,Initial,2
DelayInstr,0,51,7.0129e-05,0,Initial,2
ForceDominance,1,50,0.000161699,0,Initial,2
ScopeResolution,1,49,0.000440726,0,Initial,2
LoadElision,0,48,5.2952e-05,0,Initial,2
GVN,0,47,0.000164393,0,Initial,2
Constantfold,0,46,9.1767e-05,0,Initial,2
DeadStoreRemoval,0,45,0.000283852,0,Initial,2
Inline,0,44,2.6506e-05,0,Initial,2
OptimizeContexts,0,43,5.7769e-05,0,Initial,2
OptimizeVisibility,0,42,5.4605e-05,0,Initial,2
OptimizeAssumptions,1,41,7.9221e-05,0,Initial,2
Cleanup,1,40,0.00011175,0,Initial,2
ElideEnv,0,39,6.4832e-05,0,Initial,2
DelayEnv,1,38,2.9188e-05,0,Initial,2
DelayInstr,0,37,3.8366e-05,0,Initial,2
Cleanup,0,36,8.5814e-05,0,Initial,2
OptimizeVisibility,0,35,4.1495e-05,0,Initial,2
OptimizeAssumptions,0,34,5.1184e-05,0,Initial,2
Cleanup,0,33,8.2127e-05,0,Initial,2
TypeInference,0,32,4.4323e-05,0,Initial,2
Overflow,0,31,3.8393e-05,0,Initial,2
Initial post,0,0,1.9656e-05,0,Initial post,2
HoistInstruction,0,0,3.0228e-05,0,Initial post,2
LoopInvariant,0,0,2.5084e-05,0,Initial post,2
Speculation,0,99,1.9492e-05,0,Speculation,2
TypefeedbackCleanup,0,98,1.9369e-05,0,Speculation,2
ElideEnvSpec,1,97,0.000113774,0,Speculation,2
DotDotDots,0,96,2.4625e-05,0,Speculation,2
EagerCalls,0,95,3.002e-05,0,Speculation,2
MatchCallArgs,0,94,2.3599e-05,0,Speculation,2
InlineForcePromises,0,93,2.3363e-05,0,Speculation,2
Inline,0,92,2.4236e-05,0,Speculation,2
OptimizeContexts,1,91,5.3747e-05,0,Speculation,2
DelayInstr,0,90,4.4839e-05,0,Speculation,2
ForceDominance,1,89,0.000152855,0,Speculation,2
ScopeResolution,1,88,0.000501721,0,Speculation,2
LoadElision,0,87,3.8403e-05,0,Speculation,2
GVN,0,86,0.000157435,0,Speculation,2
Constantfold,0,85,7.904e-05,0,Speculation,2
DeadStoreRemoval,0,84,0.000256754,0,Speculation,2
Inline,0,83,2.5901e-05,0,Speculation,2
OptimizeContexts,0,82,4.0112e-05,0,Speculation,2
OptimizeVisibility,0,81,4.7773e-05,0,Speculation,2
OptimizeAssumptions,1,80,9.3215e-05,0,Speculation,2
Cleanup,0,79,0.000112442,0,Speculation,2
ElideEnv,0,78,5.3616e-05,0,Speculation,2
DelayEnv,1,77,2.4742e-05,0,Speculation,2
DelayInstr,0,76,3.5894e-05,0,Speculation,2
Cleanup,0,75,8.61e-05,0,Speculation,2
OptimizeVisibility,0,74,3.7099e-05,0,Speculation,2
OptimizeAssumptions,1,73,6.7246e-05,0,Speculation,2
Cleanup,0,72,8.2967e-05,0,Speculation,2
TypeInference,0,71,3.8654e-05,0,Speculation,2
Overflow,0,70,3.3893e-05,0,Speculation,2
TypefeedbackCleanup,0,69,1.7483e-05,0,Speculation,2
TypeSpeculation,1,68,7.262e-05,0,Speculation,2
Speculation,0,67,1.7434e-05,1,Speculation,2
TypefeedbackCleanup,0,66,1.7343e-05,1,Speculation,2
ElideEnvSpec,1,65,5.1701e-05,1,Speculation,2
DotDotDots,0,64,1.8914e-05,1,Speculation,2
EagerCalls,0,63,2.3101e-05,1,Speculation,2
MatchCallArgs,0,62,1.8232e-05,1,Speculation,2
InlineForcePromises,0,61,1.8246e-05,1,Speculation,2
Inline,0,60,1.8985e-05,1,Speculation,2
OptimizeContexts,0,59,2.1278e-05,1,Speculation,2
DelayInstr,0,58,3.3736e-05,1,Speculation,2
ForceDominance,1,57,8.7793e-05,1,Speculation,2
ScopeResolution,0,56,0.000309611,1,Speculation,2
LoadElision,0,55,2.6405e-05,1,Speculation,2
GVN,0,54,0.000118336,1,Speculation,2
Constantfold,0,53,5.7725e-05,1,Speculation,2
DeadStoreRemoval,0,52,0.000180197,1,Speculation,2
Inline,0,51,1.9983e-05,1,Speculation,2
OptimizeContexts,0,50,2.6406e-05,1,Speculation,2
OptimizeVisibility,0,49,3.3368e-05,1,Speculation,2
OptimizeAssumptions,0,48,6.113e-05,1,Speculation,2
Cleanup,0,47,9.3181e-05,1,Speculation,2
ElideEnv,0,46,4.6468e-05,1,Speculation,2
DelayEnv,0,45,1.9748e-05,1,Speculation,2
DelayInstr,0,44,3.2145e-05,1,Speculation,2
Cleanup,0,43,7.6659e-05,1,Speculation,2
OptimizeVisibility,0,42,3.2707e-05,1,Speculation,2
OptimizeAssumptions,0,41,5.4792e-05,1,Speculation,2
Cleanup,0,40,7.655e-05,1,Speculation,2
TypeInference,0,39,3.7602e-05,1,Speculation,2
Overflow,0,38,3.2439e-05,1,Speculation,2
TypefeedbackCleanup,0,37,1.6749e-05,1,Speculation,2
TypeSpeculation,0,36,4.7483e-05,1,Speculation,2
Speculation post,0,0,2.2135e-05,0,Speculation post,2
HoistInstruction,1,0,3.4395e-05,0,Speculation post,2
LoopInvariant,0,0,2.0417e-05,0,Speculation post,2
Remove CP,0,0,2.3278e-05,0,Remove CP,2
CleanupCheckpoints,1,0,2.4362e-05,0,Remove CP,2
HoistInstruction,1,0,2.4655e-05,0,Remove CP,2
LoopInvariant,0,0,1.5707e-05,0,Remove CP,2
Intermediate 2,0,59,1.2672e-05,0,Intermediate 2,2
DotDotDots,0,58,1.4531e-05,0,Intermediate 2,2
EagerCalls,0,57,1.8999e-05,0,Intermediate 2,2
MatchCallArgs,0,56,1.3725e-05,0,Intermediate 2,2
InlineForcePromises,0,55,1.3781e-05,0,Intermediate 2,2
Inline,0,54,1.4584e-05,0,Intermediate 2,2
OptimizeContexts,0,53,1.6187e-05,0,Intermediate 2,2
DelayInstr,0,52,2.5962e-05,0,Intermediate 2,2
ForceDominance,1,51,6.9372e-05,0,Intermediate 2,2
ScopeResolution,0,50,0.000227588,0,Intermediate 2,2
LoadElision,0,49,1.9165e-05,0,Intermediate 2,2
GVN,0,48,8.7826e-05,0,Intermediate 2,2
Constantfold,0,47,4.247e-05,0,Intermediate 2,2
DeadStoreRemoval,0,46,0.000118202,0,Intermediate 2,2
Inline,0,45,1.524e-05,0,Intermediate 2,2
OptimizeContexts,0,44,1.8438e-05,0,Intermediate 2,2
OptimizeVisibility,0,43,2.4997e-05,0,Intermediate 2,2
OptimizeAssumptions,0,42,4.8208e-05,0,Intermediate 2,2
Cleanup,1,41,7.0842e-05,0,Intermediate 2,2
ElideEnv,0,40,3.5981e-05,0,Intermediate 2,2
DelayEnv,0,39,1.4748e-05,0,Intermediate 2,2
DelayInstr,0,38,2.4358e-05,0,Intermediate 2,2
Cleanup,0,37,5.5348e-05,0,Intermediate 2,2
OptimizeVisibility,0,36,2.4076e-05,0,Intermediate 2,2
OptimizeAssumptions,0,35,3.9795e-05,0,Intermediate 2,2
Cleanup,0,34,5.5313e-05,0,Intermediate 2,2
TypeInference,0,33,2.9787e-05,0,Intermediate 2,2
Overflow,0,32,2.3918e-05,0,Intermediate 2,2
Intermediate 2 post,0,0,1.2148e-05,0,Intermediate 2 post,2
HoistInstruction,0,0,1.7746e-05,0,Intermediate 2 post,2
LoopInvariant,0,0,1.4248e-05,0,Intermediate 2 post,2
Cleanup FS,0,0,1.1948e-05,0,Cleanup FS,2
CleanupFramestate,1,0,1.4796e-05,0,Cleanup FS,2
CleanupCheckpoints,0,0,1.5627e-05,0,Cleanup FS,2
Final,0,119,2.0156e-05,0,Final,2
DotDotDots,0,118,1.3413e-05,0,Final,2
EagerCalls,0,117,1.5897e-05,0,Final,2
MatchCallArgs,0,116,1.2551e-05,0,Final,2
InlineForcePromises,0,115,1.2601e-05,0,Final,2
Inline,0,114,1.296e-05,0,Final,2
OptimizeContexts,0,113,1.5408e-05,0,Final,2
DelayInstr,0,112,2.3136e-05,0,Final,2
ForceDominance,1,111,6.0402e-05,0,Final,2
ScopeResolution,0,110,0.000217339,0,Final,2
LoadElision,0,109,1.4014e-05,0,Final,2
GVN,0,108,8.033e-05,0,Final,2
Constantfold,0,107,3.1931e-05,0,Final,2
DeadStoreRemoval,0,106,0.000110929,0,Final,2
Inline,0,105,1.3434e-05,0,Final,2
OptimizeContexts,0,104,1.6919e-05,0,Final,2
OptimizeVisibility,0,103,2.2274e-05,0,Final,2
OptimizeAssumptions,0,102,4.1912e-05,0,Final,2
Cleanup,0,101,6.1061e-05,0,Final,2
ElideEnv,0,100,3.2348e-05,0,Final,2
DelayEnv,0,99,1.3331e-05,0,Final,2
DelayInstr,1,98,3.3407e-05,0,Final,2
Cleanup,0,97,5.5386e-05,0,Final,2
OptimizeVisibility,0,96,2.2225e-05,0,Final,2
OptimizeAssumptions,0,95,3.8393e-05,0,Final,2
Cleanup,0,94,5.2473e-05,0,Final,2
